,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
4675,96,101160,United Way of Yellowstone County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14046,Billings,,88073,4.47,"President, CEO",70752,82.1,229951,2896393,"Community Development : United Ways , ",93700,87.03,18180,1638779,MT,1373083.0,Community Development ," United Ways , ",MONTANA,Montana,MT,30.0
4676,100,212367,Urban Gateways,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8153,Chicago,,145668,6.14,Executive Director,66870,70.12,507431,1127502,Education : Youth Education Programs and Services ,-104796,78.87,0,1649811,IL,1759705.0,Education , Youth Education Programs and Services ,ILLINOIS,Illinois,IL,17.0
4677,74,372224,Unity Productions Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12518,Potomac Falls,,223200,5.22,President,-1367958,92.22,360372,3177399,Religion : Religious Media and Broadcasting ,-3770,80.8,0,3539599,VA,2875153.0,Religion , Religious Media and Broadcasting ,VIRGINIA,Virginia,VA,51.0
4678,100,123923,United Way of Will County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15271,Joliet,,125609,4.06,"President, CEO",198300,87.5,106806,3119703,"Community Development : United Ways , ",53899,91.16,36067,2859194,IL,3234324.0,Community Development ," United Ways , ",ILLINOIS,Illinois,IL,17.0
4679,96,329340,United Way of Williamson County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11454,Franklin,,88000,1.67,"President, CEO",-78116,99.97,412516,5837389,"Community Development : United Ways , ",243586,97.17,44679,4506154,TN,4873044.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4680,100,568567,United Way of Western Connecticut,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13331,Danbury,,164804,2.78,Chief Executive Officer,64652,84.05,618886,3655275,"Community Development : United Ways , ",35826,88.72,42755,4720462,CT,5877134.0,Community Development ," United Ways , ",CONNECTICUT,Connecticut,CT,8.0
4681,100,134684,United Way of Whatcom County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8389,Bellingham,,82883,5.05,President,194746,83.8,141289,3015908,"Community Development : United Ways , ",17499,88.54,22514,1365076,WA,1818296.0,Community Development ," United Ways , ",WASHINGTON,Washington,WA,53.0
4682,96,409088,United Way of Wyoming Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8951,Wilkes-Barre,,143904,3.07,"President, CEO",534847,81.95,340027,12175119,"Community Development : United Ways , ",556085,86.92,32818,3926159,PA,4654036.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4683,96,892868,United Way of Westchester and Putnam,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4952,White Plains,,153690,1.29,"President, CEO",500562,82.61,509330,2924386,"Community Development : United Ways , ",457038,87.38,105244,10471952,NY,10715612.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4684,97,99985,United Way of Wyandotte County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11507,Kansas City,,98700,2.76,"President, CEO",-87743,82.5,350814,1494534,"Community Development : United Ways , ",-5392,87.44,22133,3120829,KS,3443092.0,Community Development ," United Ways , ",KANSAS,Kansas,KS,20.0
4685,96,105370,United Way of Weld County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14359,Greeley,,111512,2.59,President,-113473,77.37,571804,2383709,"Community Development : United Ways , ",72386,83.75,0,3615982,CO,3975546.0,Community Development ," United Ways , ",COLORADO,Colorado,CO,7.0
4686,81,237495,United Way of West Central Mississippi,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14878,Vicksburg,,61403,5.56,Executive Director,138289,69.48,140740,1554308,"Community Development : United Ways , ",195754,74.57,0,725971,MS,1006589.0,Community Development ," United Ways , ",MISSISSIPPI,Mississippi,MS,28.0
4687,74,79560,United Way of West Central Connecticut,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14877,Bristol,,80242,8.47,"President, CPO",-60592,79.54,90694,1111573,"Community Development : United Ways , ",74531,76.6,0,776661,CT,790064.0,Community Development ," United Ways , ",CONNECTICUT,Connecticut,CT,8.0
4688,85,142613,United Way of West Alabama,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13640,Tuscaloosa,,121651,3.29,"President, CEO",106766,89.07,229044,2705457,"Community Development : United Ways , ",1981,86.87,38115,3314895,AL,3791337.0,Community Development ," United Ways , ",ALABAMA,Alabama,AL,1.0
4689,100,295189,United Way of Washtenaw County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10058,Ann Arbor,,108804,2.14,CEO,205068,85.0,496296,6398487,"Community Development : United Ways , ",195855,89.39,44225,4279455,MI,4994686.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4690,89,212422,United Way of Wayne and Holmes Counties,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14821,Wooster,,65701,4.27,Executive Director,-70141,86.35,109897,1956250,"Community Development : United Ways , ",36703,87.6,17918,1213539,OH,1418824.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4691,89,124017,United Way of West Tennessee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12671,Jackson,,66575,3.64,President,-105010,85.0,124017,2195678,"Community Development : United Ways , ",86655,86.84,20688,1577594,TN,1631663.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4692,89,190619,United Way of Washington County Tennessee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13712,Johnson City,,90804,5.48,President and CEO,2150,73.62,163337,378363,"Community Development : United Ways , ",6757,79.78,20254,1303034,TN,1637980.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4693,96,201660,United Way of Washington County Maryland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13805,Hagerstown,,75000,8.17,Executive Director,70258,76.77,29696,716321,"Community Development : United Ways , ",99,83.33,0,685853,MD,987368.0,Community Development ," United Ways , ",MARYLAND,Maryland,MD,24.0
4694,92,110677,United Way of Washington County East,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14822,Stillwater,,88527,8.38,Executive Director,9004,68.88,93633,380218,"Community Development : United Ways , ",7438,77.27,6544,851972,MN,1057848.0,Community Development ," United Ways , ",MINNESOTA,Minnesota,MN,27.0
4695,93,246284,"United Way of Warren County, Ohio",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12685,Mason,,73931,5.17,Executive Director,7169,63.84,197908,516164,"Community Development : United Ways , ",7370,73.95,0,983327,OH,1412119.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4696,89,148399,United Way of Volusia-Flagler Counties,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15372,Daytona Beach,,83922,2.54,"Office President, Secretary",65255,78.24,623895,6951169,"Community Development : United Ways , ",425955,82.75,32007,2521857,FL,2849580.0,Community Development ," United Ways , ",FLORIDA,Florida,FL,12.0
4697,100,135432,United Way of Ventura County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12407,Camarillo,,140173,6.41,Chief Executive Officer,34439,65.61,265904,403214,"Community Development : United Ways , ",182070,75.68,20454,1785441,CA,2030784.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4698,93,260190,United Way of Utah County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11239,Provo,,112627,2.97,President,-55723,83.97,278516,1471253,"Community Development : United Ways , ",39464,87.63,16349,3253355,UT,3412866.0,Community Development ," United Ways , ",UTAH,Utah,UT,49.0
4699,100,59692,United Way of Union County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10152,Marysville,,67713,7.54,Executive Director,-64487,83.4,126798,971071,"Community Development : United Ways , ",8416,88.26,0,710592,OH,824179.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4700,100,65520,United Way of Ulster County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14504,Kingston,,95716,7.75,Officer,110314,76.5,178598,333744,"Community Development : United Ways , ",298227,83.38,0,989480,NY,665602.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4701,93,575548,United Way of Tucson and Southern Arizona,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6400,Tucson,,229426,1.84,"President, CEO",527846,82.5,1024268,8712026,"Community Development : United Ways , ",125674,86.67,0,10835651,AZ,12478448.0,Community Development ," United Ways , ",ARIZONA,Arizona,AZ,4.0
4702,100,609476,United Way of Tri County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14739,Framingham,,231075,2.62,President,-463920,73.18,567109,1448864,"Community Development : United Ways , ",-251975,81.03,50620,7629809,MA,6559286.0,Community Development ," United Ways , ",MASSACHUSETTS,Massachusetts,MA,25.0
4703,100,326883,United Way of Treasure Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13715,Boise,,102218,2.57,"President, CEO",-311817,78.72,383512,3452369,"Community Development : United Ways , ",133029,84.95,42678,3260181,ID,3488619.0,Community Development ," United Ways , ",IDAHO,Idaho,ID,16.0
4704,93,305431,United Way of Thurston County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14600,Olympia,,78417,4.57,Executive Director,-210665,75.92,161501,1322524,"Community Development : United Ways , ",196202,82.26,0,1245630,WA,1273728.0,Community Development ," United Ways , ",WASHINGTON,Washington,WA,53.0
4705,100,510183,United Way of the Wine Country,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7660,Santa Rosa,,121518,3.9,"President, CEO",61116,74.47,244544,2169224,"Community Development : United Ways , ",6208,81.94,27112,2353534,CA,3079864.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4706,92,97135,United Way of the Wabash Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14850,Terre Haute,,64383,3.67,Executive Director,-94528,90.0,118071,1946370,"Community Development : United Ways , ",145295,90.94,1100,1536617,IN,1512000.0,Community Development ," United Ways , ",INDIANA,Indiana,IN,18.0
4707,96,755559,United Way of the Virginia Peninsula,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13617,Newport News,,"President, CEO",411465.0,76.58,306374,4556144.0,"Community Development : United Ways , ",390166,83.19,45993,3995338.0,VA,5078570,,,,,,,,
4708,100,217137,United Way of the Valley & Greater Utica Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14505,Utica,,90654,3.94,Executive Director,-72413,83.71,213291,2888959,"Community Development : United Ways , ",102019,88.48,21052,1869443,NY,2125439.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4709,100,216007,United Way of the Tanana Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13448,Fairbanks,,76000,5.97,Executive Director,20921,67.71,51556,174623,"Community Development : United Ways , ",20480,77.16,0,1005379,AK,1211621.0,Community Development ," United Ways , ",ALASKA,Alaska,AK,2.0
4710,100,346199,United Way of the Southern Tier,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7779,Corning,,93390,2.13,"President, CEO",105852,82.5,346587,3393729,"Community Development : United Ways , ",140146,87.62,45233,3682190,NY,4340682.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4711,100,871393,United Way of the Quad Cities Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9483,Bettendorf,,154988,1.63,President,-360273,76.78,819605,5656226,"Community Development : United Ways , ",201499,83.58,89334,7762160,IA,7801672.0,Community Development ," United Ways , ",IOWA,Iowa,IA,19.0
4712,100,303214,United Way of the Piedmont,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14191,Spartanburg,,65670,1.2,"President, CEO",-33215,88.69,228738,3279314,"Community Development : United Ways , ",264023,92.0,0,4903785,SC,4939368.0,Community Development ," United Ways , ",SOUTH CAROLINA,South Carolina,SC,45.0
4713,88,182786,United Way of the Ohio Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13906,Owensboro,,79000,3.53,President,-135625,84.42,206456,2496225,"Community Development : United Ways , ",12559,86.09,21120,1843059,KY,1969922.0,Community Development ," United Ways , ",KENTUCKY,Kentucky,KY,21.0
4714,100,565979,"United Way of the Midlands, South Carolina",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7193,Columbia,,172149,1.1,Chief Executive Officer,3265155,87.92,1666212,13305621,"Community Development : United Ways , ",2254739,91.45,155566,13324518,SC,16567125.0,Community Development ," United Ways , ",SOUTH CAROLINA,South Carolina,SC,45.0
4715,100,2239568,United Way of the Mid-South,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4637,Memphis,,237133,1.13,President & CEO,-700938,79.68,1135497,12373006,"Community Development : United Ways , ",394085,85.63,242429,17444891,TN,19724933.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4716,93,1190863,United Way of the Plains,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5370,Wichita,,227481,1.23,President,-2201846,90.0,1512668,27331423,"Community Development : United Ways , ",818687,91.36,153772,15681239,KS,15364237.0,Community Development ," United Ways , ",KANSAS,Kansas,KS,20.0
4717,92,254958,United Way of the Mid-Willamette Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13095,Salem,,81491,4.25,Executive Director,-270904,85.8,209713,1801560,"Community Development : United Ways , ",34706,88.47,14871,1448484,OR,1606855.0,Community Development ," United Ways , ",OREGON,Oregon,OR,41.0
4718,93,82633,United Way of the Lewis and Clark Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14704,Helena,,51444,4.57,Executive Director,44268,82.5,43920,718032,"Community Development : United Ways , ",44654,86.67,0,997038,MT,1069394.0,Community Development ," United Ways , ",MONTANA,Montana,MT,30.0
4719,100,236402,United Way of the Lakeshore,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11193,Muskegon,,105574,3.66,President,80686,84.11,297547,4126657,"Community Development : United Ways , ",94705,88.76,28937,2349316,MI,2869246.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4720,85,387948,United Way of the Inland Valleys,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17322,Riverside,,80750,3.65,Interim Chief Executive Officer,682287,67.22,220218,661759,"Community Development : United Ways , ",267280,74.5,31772,1601296,CA,2624469.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4721,100,1098156,United Way of the Greater Triangle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4572,Morrisville,,261578,1.66,"President, CEO",-2745936,78.55,1194069,529178,"Community Development : United Ways , ",233837,84.83,168035,13429953,NC,12592921.0,Community Development ," United Ways , ",NORTH CAROLINA,North Carolina,NC,37.0
4722,89,218254,United Way of Tompkins County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14497,Ithaca,,107492,4.92,President,-105618,88.35,179152,2394509,"Community Development : United Ways , ",86495,88.67,34304,1784462,NY,1982704.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4723,100,100077,United Way of the Lowcountry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9951,Beaufort ,,115500,4.3,President,647224,85.14,255388,1902384,"Community Development : United Ways , ",546286,89.49,0,2327800,SC,2640654.0,Community Development ," United Ways , ",SOUTH CAROLINA,South Carolina,SC,45.0
4724,100,419413,United Way of the Ozarks,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12934,Springfield,,102000,2.54,"President, CEO",1018627,82.5,300448,2406072,"Community Development : United Ways , ",2137439,87.62,32472,3288884,MO,2889933.0,Community Development ," United Ways , ",MISSOURI,Missouri,MO,29.0
4725,96,348529,United Way of the Greater Dayton Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4657,Dayton,,127383,1.51,President and CEO,62923,74.48,1100385,7281307,"Community Development : United Ways , ",32565,81.73,77553,6981227,OH,8200605.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4726,93,130161,United Way of the Ocoee Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13614,Cleveland,,99525,1.54,President,272363,100.0,334831,28710247,"Community Development : United Ways , ",2332830,95.05,26103,5996934,TN,4291781.0,Community Development ," United Ways , ",TENNESSEE,Tennessee,TN,47.0
4727,89,557672,United Way of the CSRA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14923,Augusta,,107835,2.43,President,-622658,75.5,498481,2447551,"Community Development : United Ways , ",3796,81.0,39621,3369763,GA,3779335.0,Community Development ," United Ways , ",GEORGIA,Georgia,GA,13.0
4728,92,111686,United Way of the Eastern Panhandle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15820,Martinsburg,,,34323.0,81.21,94323,2263804.0,"Community Development : United Ways , ",26516,85.55,7161,970980.0,WV,955615,,,,,,,,
4729,96,507226,United Way of the Greater Capital Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11385,Albany,,106411,1.73,CEO,-183593,79.48,542017,4286907,"Community Development : United Ways , ",211091,85.21,0,5074045,NY,5728604.0,Community Development ," United Ways , ",NEW YORK,New York,NY,36.0
4730,96,1577215,United Way of the Columbia-Willamette,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5780,Portland,,192900,0.87,"President, CEO",1394886,79.87,2257934,11659108,"Community Development : United Ways , ",4011410,85.48,233699,18303180,OR,19319640.0,Community Development ," United Ways , ",OREGON,Oregon,OR,41.0
4731,97,361222,United Way of the Coastal Empire,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7197,Savannah,,176395,1.83,President,6230,77.5,936069,3629026,"Community Development : United Ways , ",95479,83.94,103261,8324067,GA,9380928.0,Community Development ," United Ways , ",GEORGIA,Georgia,GA,13.0
4732,100,77968,United Way of the Laurel Highlands,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10040,Johnstown,,70700,4.43,President,1045746,92.38,212614,2341052,"Community Development : United Ways , ",8722,94.61,16863,1304240,PA,2622251.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4733,96,506300,"United Way of the Midlands, Nebraska",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4658,Omaha,,222784,0.94,"President, CEO",-389763,77.62,2492001,12744945,"Community Development : United Ways , ",1309612,83.92,236792,20659302,NE,21385602.0,Community Development ," United Ways , ",NEBRASKA,Nebraska,NE,31.0
4734,97,235904,United Way of the Coastal Bend,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14845,Corpus Christi,,137800,2.38,"President, CEO",93448,91.89,368903,6414276,"Community Development : United Ways , ",-136230,93.88,0,5176957,TX,5855985.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4735,100,348717,United Way of the Chattahoochee Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13620,Columbus,,136134,2.0,President,267770,77.5,689650,3264053,"Community Development : United Ways , ",14396,84.09,80624,5758828,GA,7050569.0,Community Development ," United Ways , ",GEORGIA,Georgia,GA,13.0
4736,70,352508,"United Way of the Capital Area, Mississippi",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9934,Jackson,,150777,5.09,CEO,-30711,71.31,433500,1557307,"Community Development : United Ways , ",211,70.64,18599,2174030,MS,2870882.0,Community Development ," United Ways , ",MISSISSIPPI,Mississippi,MS,28.0
4737,85,103050,United Way of the Brazos Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17401,Bryan,,74150,4.93,"President, CEO",-24371,77.5,124057,634259,"Community Development : United Ways , ",20525,80.87,0,1274135,TX,1407620.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4738,96,80743,United Way of the Cape Fear Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15356,Wilmington,,99754,3.09,President,-166770,78.25,404548,1607295,"Community Development : United Ways , ",72308,84.36,23825,2738804,NC,2985017.0,Community Development ," United Ways , ",NORTH CAROLINA,North Carolina,NC,37.0
4739,92,1825640,United Way of the National Capital Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4659,Vienna,,,-638281.0,79.54,3464886,22869438.0,"Community Development : United Ways , ",876772,84.46,306542,24986080.0,VA,27312227,,,,,,,,
4740,100,854585,United Way of the Greater Lehigh Valley,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6829,Allentown,,149863,1.19,President,-530897,81.27,1349920,8759877,"Community Development : United Ways , ",270580,86.75,0,10325294,PA,11625546.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4741,92,324213,United Way of the Bluegrass,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7243,Lexington,,119338,2.11,"President, CEO",215168,69.1,1137108,3163153,"Community Development : United Ways , ",253377,77.42,0,4182225,KY,5422480.0,Community Development ," United Ways , ",KENTUCKY,Kentucky,KY,21.0
4742,100,388803,United Way of the Big Bend,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10093,Tallahassee,,101501,2.17,President,-77424,71.81,412422,662644,"Community Development : United Ways , ",-19739,80.06,58731,3874670,FL,4608210.0,Community Development ," United Ways , ",FLORIDA,Florida,FL,12.0
4743,89,171035,United Way of the Black Hills,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14017,Rapid City,,83086,3.91,Executive Director,-950,91.09,186667,5761005,"Community Development : United Ways , ",42108,89.99,27460,1766574,SD,2081218.0,Community Development ," United Ways , ",SOUTH DAKOTA,South Dakota,SD,46.0
4744,100,819242,United Way of the Capital Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6810,Enola,,130219,1.0,President & CEO,-231734,85.0,1060542,21343845,"Community Development : United Ways , ",863173,89.39,147759,11015572,PA,11769674.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4745,89,948460,United Way of the Battle Creek and Kalamazoo Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9497,Kalamazoo,,162478,1.07,President and CEO,271989,97.5,1242009,17629227,"Community Development : United Ways , ",736737,92.02,145052,12911935,MI,14637656.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4746,100,3713473,United Way of the Bay Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4655,San Francisco,,304936,0.89,Chief Executive Officer,-18523,71.96,2393270,8480641,"Community Development : United Ways , ",48765,80.17,288990,28022180,CA,33624151.0,Community Development ," United Ways , ",CALIFORNIA,California,CA,6.0
4747,100,1616538,United Way of Tarrant County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4646,Fort Worth,,231474,0.75,President & CEO,-3640643,85.0,2314165,24336549,"Community Development : United Ways , ",6924,89.39,218550,26838791,TX,26644009.0,Community Development ," United Ways , ",TEXAS,Texas,TX,48.0
4748,100,1572443,United Way of Summit County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5220,Akron,,140569,1.0,CEO,-737962,82.47,1045272,12067117,"Community Development : United Ways , ",312538,87.6,175500,11422584,OH,11926097.0,Community Development ," United Ways , ",OHIO,Ohio,OH,39.0
4749,92,59511,United Way of St. Lucie County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15871,Fort Pierce,,113229,9.34,"CEO, President",139748,81.52,164680,2266405,"Community Development : United Ways , ",109452,85.76,17281,987069,FL,1241556.0,Community Development ," United Ways , ",FLORIDA,Florida,FL,12.0
4750,97,23731,United Way of St. Clair County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14928,Port Huron,,69287,5.07,Executive Di,-169666,81.35,227927,3655765,"Community Development : United Ways , ",12565,86.64,15401,1113746,MI,1183173.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4751,96,197386,United Way of St. Charles,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15487,Luling,,100982,3.87,Executive Director,31430,83.82,294636,2725668,"Community Development : United Ways , ",15596,88.21,0,2114809,LA,2622665.0,Community Development ," United Ways , ",LOUISIANA,Louisiana,LA,22.0
4752,92,287035,United Way of St. Joseph County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11487,South Bend,,,29736.0,72.14,257437,1895088.0,"Community Development : United Ways , ",31240,79.5,31960,1936567.0,IN,2410257,,,,,,,,
4753,100,133807,United Way of Southwest Virginia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14926,Abingdon,,101149,4.74,Chief Executive Officer,197405,97.47,225294,2366649,"Community Development : United Ways , ",32863,98.21,13463,1774243,VA,2297886.0,Community Development ," United Ways , ",VIRGINIA,Virginia,VA,51.0
4754,96,2013236,The United Way of Southwestern Pennsylvania,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4628,Pittsburgh,,194019,0.46,"President, CEO",-2076554,89.8,3533931,27168862,"Community Development : United Ways , ",894843,92.25,353728,35925062,PA,36307635.0,Community Development ," United Ways , ",PENNSYLVANIA,Pennsylvania,PA,42.0
4755,89,358128,United Way of Southwestern Indiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14503,Evansville,,142965,2.36,President,-1526629,92.38,371604,4066861,"Community Development : United Ways , ",114523,90.53,48485,5318520,IN,4370496.0,Community Development ," United Ways , ",INDIANA,Indiana,IN,18.0
4756,92,190463,United Way of Southwest Wyoming,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14784,Rock Springs,,62118,3.86,Co-Executive Director,-64379,77.48,185239,1724508,"Community Development : United Ways , ",67354,83.1,15751,1230204,WY,1450118.0,Community Development ," United Ways , ",WYOMING,Wyoming,WY,56.0
4757,100,491723,United Way of Southwest Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14920,Saint Joseph,,112000,2.81,President,181983,90.41,306038,6379453,"Community Development : United Ways , ",40598,93.21,62967,3178635,MI,4056818.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
4758,74,118397,Wyoming Outdoor Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8500,Lander,,80162,7.67,Executive Director,205534,89.73,145981,3820401,Environment : Environmental Protection and Conservation ,178284,80.23,0,779804,WY,1071432.0,Environment , Environmental Protection and Conservation ,WYOMING,Wyoming,WY,56.0
4759,96,246235,Wyman Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8476,St. Louis,,200464,3.12,"President, CEO",18957,92.5,426606,9453919,"Human Services : Youth Development, Shelter, and Crisis Services ",-1741,93.98,0,5752149,MO,4386213.0,Human Services ," Youth Development, Shelter, and Crisis Services ",MISSOURI,Missouri,MO,29.0
4760,93,1167829,WYPR,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16022,Baltimore,,158813,3.25,President,865250,78.5,163627,5713907,"Arts, Culture, Humanities : Public Broadcasting and Media ",63332,84.01,0,3550174,MD,2958117.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,MARYLAND,Maryland,MD,24.0
4761,96,362394,WYEP,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8946,Pittsburgh,,96016,2.43,General Manager,-202191,91.71,807504,8927317,"Arts, Culture, Humanities : Public Broadcasting and Media ",92242,93.49,0,2771795,PA,3646635.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,PENNSYLVANIA,Pennsylvania,PA,42.0
4762,96,439692,WWOZ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9059,New Orleans,,78750,1.52,General Manager,-78950,88.81,119374,1089920,"Arts, Culture, Humanities : Public Broadcasting and Media ",452100,91.59,0,4605147,LA,4633163.0,"Arts, Culture, Humanities ", Public Broadcasting and Media ,LOUISIANA,Louisiana,LA,22.0
