,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
8009,92,234946,Loaves and Fishes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15136,Minneapolis,,98654,3.49,Executive Director,124972,84.16,135251,646939,"Human Services : Food Banks, Food Pantries, and Food Distribution ",38617,87.45,0,2451295,MN,2907847.0,Human Services ," Food Banks, Food Pantries, and Food Distribution ",MINNESOTA,Minnesota,MN,27.0
8010,93,179187,Loaves & Fishes Community Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17147,Naperville,,75624,0.58,Chief Executive Officer,-62013,94.29,315773,3786291,"Human Services : Food Banks, Food Pantries, and Food Distribution ",188323,93.61,0,12346018,IL,12590642.0,Human Services ," Food Banks, Food Pantries, and Food Distribution ",ILLINOIS,Illinois,IL,17.0
8011,70,47542,Loaves and Fishes for St. Louis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16456,Maryland Heights,,42000,2.4,Executive Director,26736,88.62,46528,479270,Human Services : Social Services ,926,77.31,0,1653995,MO,1773875.0,Human Services , Social Services ,MISSOURI,Missouri,MO,29.0
8012,89,83192,Lloyd Center for the Environment,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7746,Dartmouth,,59706,7.97,Executive Director,309167,83.39,107667,3822343,Environment : Environmental Protection and Conservation ,-17691,85.91,0,557975,MA,900120.0,Environment , Environmental Protection and Conservation ,MASSACHUSETTS,Massachusetts,MA,25.0
8013,100,506943,"Loaves & Fishes, Charlotte",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12478,Charlotte,,Executive Director,-112491.0,88.19,85494,1647683.0,Human Services : Social Services ,4153,91.64,0,2747436.0,NC,3223229,,,,,,,,
8014,100,1879339,Living Water International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9700,Stafford,,233291,0.94,President & CEO,475130,83.48,3045799,8804058,International : Development and Relief Services ,5717,88.31,0,19886951,TX,24189854.0,International , Development and Relief Services ,TEXAS,Texas,TX,48.0
8015,96,115695,Livingston County United Way,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14531,Brighton,,78122,5.15,Executive Director,25715,84.55,241812,2947748,"Community Development : United Ways , ",33121,88.71,17982,1158606,MI,1487584.0,Community Development ," United Ways , ",MICHIGAN,Michigan,MI,26.0
8016,63,1476783,Living Waters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17394,Bellflower,,139400,4.27,CEO,-320263,70.0,355926,2436663,Religion : Religious Activities ,1096505,66.31,0,1424397,CA,1840338.0,Religion , Religious Activities ,CALIFORNIA,California,CA,6.0
8017,100,584616,Living on the Edge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12981,Duluth,,152445,2.95,President/Chief Executive Officer,748006,76.8,709303,4353131,Religion : Religious Media and Broadcasting ,343480,83.59,0,3869832,GA,5568277.0,Religion , Religious Media and Broadcasting ,GEORGIA,Georgia,GA,13.0
8018,78,41727,Living Hope International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14265,West Bend,,40265,3.22,President,603082,97.44,112035,4448427,"Human Services : Youth Development, Shelter, and Crisis Services , ",9675,84.33,0,1092916,WI,1840085.0,Human Services ," Youth Development, Shelter, and Crisis Services , ",WISCONSIN,Wisconsin,WI,55.0
8019,81,764191,Living Goods,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16379,San Francisco,,Founder & President,6693497.0,98.71,393968,9308019.0,International : Development and Relief Services ,17102,86.53,0,5330545.0,CA,13154548,,,,,,,,
8020,100,334981,Living Lands and Waters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10891,East Moline,,114910,6.12,"President, Founder",-247443,86.99,137774,3467932,Environment : Environmental Protection and Conservation ,-92712,90.8,0,1402916,IL,1689744.0,Environment , Environmental Protection and Conservation ,ILLINOIS,Illinois,IL,17.0
8021,100,1117509,Living Classrooms Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11359,Baltimore,,252706,2.75,President & CEO,3293645,83.34,629705,12537941,Education : Youth Education Programs and Services ,319002,88.21,0,7424284,MD,11085957.0,Education , Youth Education Programs and Services ,MARYLAND,Maryland,MD,24.0
8022,96,601144,The Living Desert,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4009,Palm Desert,,177500,1.53,"President, CEO",-1733367,97.5,716439,51444258,Animals : Zoos and Aquariums ,721430,96.66,0,10220920,CA,3466112.0,Animals , Zoos and Aquariums ,CALIFORNIA,California,CA,6.0
8023,100,481214,Living Beyond Breast Cancer,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9300,Bala Cynwyd,,190169,3.93,Chief Executive Officer,581789,96.84,352443,10768004,"Health : Diseases, Disorders, and Disciplines ",577803,97.76,0,3996722,PA,4785398.0,Health ," Diseases, Disorders, and Disciplines ",PENNSYLVANIA,Pennsylvania,PA,42.0
8024,85,69631,Lives Under Construction Boys Ranch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8000,Lampe,,47300,3.54,President,304343,99.12,5568,4452345,"Human Services : Youth Development, Shelter, and Crisis Services ",74762,89.37,0,1259820,MO,1147811.0,Human Services ," Youth Development, Shelter, and Crisis Services ",MISSOURI,Missouri,MO,29.0
8025,92,431750,Livewell Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14408,Denver,,141386,2.07,President & CEO,-5062424,87.5,342211,6327568,Research and Public Policy : Social and Public Policy Research ,-17770,89.5,0,6051379,CO,1764933.0,Research and Public Policy , Social and Public Policy Research ,COLORADO,Colorado,CO,7.0
8026,74,957370,"Little Sisters of the Poor of Washington, DC",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8307,Washington,,President,2119308.0,97.58,201902,28671983.0,Human Services : Social Services ,153454,81.53,0,7768276.0,DC,5627367,,,,,,,,
8027,100,613839,Livestrong Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13379,Austin,,363900,1.94,President,-12690697,79.48,2416230,62845508,"Health : Diseases, Disorders, and Disciplines ",2540692,85.49,0,15722815,TX,3521495.0,Health ," Diseases, Disorders, and Disciplines ",TEXAS,Texas,TX,48.0
8028,93,340102,Livermore Valley Performing Arts Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12467,Livermore ,,154340,3.93,Executive Director,-832077,88.6,258554,17462081,"Arts, Culture, Humanities : Performing Arts ",34642,90.54,0,3319120,CA,1607211.0,"Arts, Culture, Humanities ", Performing Arts ,CALIFORNIA,California,CA,6.0
8029,74,776208,Little Sisters of the Poor of Palatine - Saint Joseph's Home for the Elderly,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8761,Palatine,,President,-1208416.0,84.91,196993,2669653.0,Human Services : Social Services ,355247,78.74,0,6108651.0,IL,2608054,,,,,,,,
8030,74,883142,Little Sisters of the Poor of Indianapolis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6137,Indianapolis,,9000,0.14,President,1407399,88.92,147940,4045040,Human Services : Social Services ,168619,80.01,0,5328458,IN,4051366.0,Human Services , Social Services ,INDIANA,Indiana,IN,18.0
8031,89,117579,Living Arts & Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16698,Lexington,,58265,8.25,Executive Director,253883,89.07,49561,5521424,"Arts, Culture, Humanities : Museums ",22529,89.03,0,538500,KY,767608.0,"Arts, Culture, Humanities ", Museums ,KENTUCKY,Kentucky,KY,21.0
8032,70,628595,Little Sisters of the Poor of Pittsburgh,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7686,Pittsburgh,,President,1905429.0,93.93,231556,31274823.0,Human Services : Social Services ,100127,78.35,0,7029096.0,PA,5615820,,,,,,,,
8033,70,584006,Little Sisters of the Poor at St. Martin's Baltimore,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11142,Baltimore,,President,4289867.0,91.64,274026,30091585.0,Human Services : Social Services ,224527,77.97,0,6011115.0,MD,7321280,,,,,,,,
8034,74,78886,Little Shelter Animal Rescue and Adoption Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4928,Huntington,,86116,3.34,"Secretary, Executive Director",1045837,69.66,855081,2381822,"Animals : Animal Rights, Welfare, and Services ",163830,71.74,0,1643886,NY,3310320.0,Animals ," Animal Rights, Welfare, and Services ",NEW YORK,New York,NY,36.0
8035,100,431503,Little Sisters of the Assumption Family Health Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6006,New York,,210000,3.6,Chief Executive Officer,134741,86.91,845497,7129491,Human Services : Children's and Family Services ,559061,90.74,0,4552025,NY,4780049.0,Human Services , Children's and Family Services ,NEW YORK,New York,NY,36.0
8036,97,155805,Little Red Door Cancer Agency,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12958,Indianapolis,,98587,5.22,Executive Director,60834,87.8,243445,3445545,Health : Patient and Family Support ,372307,91.11,0,1486121,IN,1556192.0,Health , Patient and Family Support ,INDIANA,Indiana,IN,18.0
8037,85,4146578,Little League Baseball,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5086,Williamsport,,442748,1.47,"President, CEO",-2077780,99.12,294036,79472201,Human Services : Multipurpose Human Service Organizations ,10304407,89.37,0,25549473,PA,4515928.0,Human Services , Multipurpose Human Service Organizations ,PENNSYLVANIA,Pennsylvania,PA,42.0
8038,100,205462,Little Light House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7625,Tulsa,,64896,2.99,Executive Director,580781,92.08,141455,3619491,Education : Special Education ,67357,94.39,0,1821587,OK,2633493.0,Education , Special Education ,OKLAHOMA,Oklahoma,OK,40.0
8039,100,126279,Little Kids Rock,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11055,Verona,,160615,3.46,CEO,490772,86.18,814659,2742153,Education : Youth Education Programs and Services ,311163,90.22,0,3692118,NJ,4812665.0,Education , Youth Education Programs and Services ,NEW JERSEY,New Jersey,NJ,34.0
8040,89,365788,Little Brothers - Friends of the Elderly Chicago Chapter,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10177,Chicago,,212150,5.47,Chief Executive Officer,-60795,82.19,690700,4731688,Human Services : Social Services ,224540,85.19,0,2815598,IL,3586751.0,Human Services , Social Services ,ILLINOIS,Illinois,IL,17.0
8041,85,294505,Literary Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16557,Portland,,111631,5.49,Executive Director,193788,83.18,202989,2905091,Education : Youth Education Programs and Services ,30581,84.06,0,1535578,OR,1289960.0,Education , Youth Education Programs and Services ,OREGON,Oregon,OR,41.0
8042,92,316638,Little Bit Therapeutic Riding Center ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11823,Redmond,,Interim Executive Director,-119646.0,83.56,392124,9127932.0,Health : Patient and Family Support ,-25128,87.07,0,1896722.0,WA,1928963,,,,,,,,
8043,100,126860,"Little Brothers - Friends of the Elderly, Minneapolis and St. Paul Chapter",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9308,Minneapolis,,46055,6.78,Executive Director,146980,85.79,59393,892561,Human Services : Social Services ,29860,89.95,0,492725,MN,796098.0,Human Services , Social Services ,MINNESOTA,Minnesota,MN,27.0
8044,96,359904,Literacy Coalition of Palm Beach County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9172,Boynton Beach,,176712,3.47,CEO,545990,92.94,100496,5677355,Education : Youth Education Programs and Services ,18947,94.26,0,4620091,FL,5338412.0,Education , Youth Education Programs and Services ,FLORIDA,Florida,FL,12.0
8045,100,77621,Linn Benton Food Share,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7615,Corvallis,,Executive Director,143761.0,93.12,19754,2792648.0,"Human Services : Food Banks, Food Pantries, and Food Distribution ",0,95.13,0,9323327.0,OR,9228574,,,,,,,,
8046,100,224394,Literacy Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6609,Atlanta,,105806,5.47,Executive Director,-50563,81.85,314921,637263,Education : Adult Education Programs and Services ,45208,87.16,0,1392839,GA,1834352.0,Education , Adult Education Programs and Services ,GEORGIA,Georgia,GA,13.0
8047,89,102341,Literacy Assistance Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6015,New York,,123882,7.3,Executive Director,-19157,85.0,11136,1085131,Education : Adult Education Programs and Services ,5261,86.84,0,1582661,NY,1508256.0,Education , Adult Education Programs and Services ,NEW YORK,New York,NY,36.0
8048,89,333987,LINK Unlimited Scholars,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15245,Chicago,,147000,4.97,President,-828156,80.12,322956,2924633,Education : Youth Education Programs and Services ,592354,83.93,0,2295003,IL,1505613.0,Education , Youth Education Programs and Services ,ILLINOIS,Illinois,IL,17.0
8049,100,5073700,Lions Clubs International Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4005,Oak Brook,,162746,0.27,Executive Administrator,-10212371,92.55,4572602,269566933,"Human Services : Multipurpose Human Service Organizations , ",10292034,94.73,0,50342716,IL,39484613.0,Human Services ," Multipurpose Human Service Organizations , ",ILLINOIS,Illinois,IL,17.0
8050,86,2419463,Lincoln Park Zoo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4004,Chicago,,479356,1.04,"President, CEO",-13196852,90.0,2736053,78333188,Animals : Zoos and Aquariums ,4721945,87.83,0,40520130,IL,17664280.0,Animals , Zoos and Aquariums ,ILLINOIS,Illinois,IL,17.0
8051,92,371677,Lindsay Wildlife Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9794,Walnut Creek,,Executive Director,-690206.0,88.81,409685,5322041.0,"Arts, Culture, Humanities : Museums ",145599,90.27,0,2075469.0,CA,1516935,,,,,,,,
8052,100,352402,Literacy Partners,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4006,New York,,147520,7.08,Executive Director,-496097,72.35,363611,6214546,Education : Adult Education Programs and Services ,238859,80.44,0,1366809,NY,1347866.0,Education , Adult Education Programs and Services ,NEW YORK,New York,NY,36.0
8053,92,4412063,Lincoln Center Theater,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4698,New York,,323026,0.54,Managing Director,913920,97.5,2296994,154929058,"Arts, Culture, Humanities : Performing Arts ",7121146,94.07,0,52391615,NY,14427364.0,"Arts, Culture, Humanities ", Performing Arts ,NEW YORK,New York,NY,36.0
8054,100,327245,LISTEN Community Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8772,Lebanon,,83323,3.55,Executive Director,201551,89.68,56448,3491281,Human Services : Children's and Family Services ,284261,92.7,0,1960151,NH,2253855.0,Human Services , Children's and Family Services ,NEW HAMPSHIRE,New Hampshire,NH,33.0
8055,100,123543,"Literacy, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9148,New York,,104474,4.43,Executive Director,60834,87.6,413711,2012672,Education : Early Childhood Programs and Services ,118711,91.23,0,1816632,NY,2296009.0,Education , Early Childhood Programs and Services ,NEW YORK,New York,NY,36.0
8056,93,285059,Lincoln Children's Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12262,Lincoln,,81627,5.49,Executive Director,-181840,82.25,143448,6662738,"Arts, Culture, Humanities : Museums ",140156,86.5,0,1057750,NE,585135.0,"Arts, Culture, Humanities ", Museums ,NEBRASKA,Nebraska,NE,31.0
8057,100,2372863,Ligonier Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5173,Sanford,,241235,1.18,President,3600697,84.83,3527711,19828453,Religion : Religious Media and Broadcasting ,3541864,89.27,0,14446584,FL,19156250.0,Religion , Religious Media and Broadcasting ,FLORIDA,Florida,FL,12.0
8058,96,28520217,Lincoln Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4003,New York,,1001812,0.57,President,-4407179,86.54,7708194,385447997,"Arts, Culture, Humanities : Performing Arts ",6872645,90.07,0,136561411,NY,80212102.0,"Arts, Culture, Humanities ", Performing Arts ,NEW YORK,New York,NY,36.0
8059,88,361334,"Lighthouse Ministries, Florida",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6309,Lakeland,,89809,2.24,"President, CEO",-203983,81.0,225737,2403707,Human Services : Homeless Services ,6087,84.1,0,3406403,FL,3655925.0,Human Services , Homeless Services ,FLORIDA,Florida,FL,12.0
8060,100,130938,Lighthouse of Broward County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11252,Fort Lauderdale,,86979,4.73,Executive Director,81918,94.25,149774,4472579,Human Services : Social Services ,127674,95.93,0,1557478,FL,1691144.0,Human Services , Social Services ,FLORIDA,Florida,FL,12.0
8061,81,143445,Lighthouse Family Retreat,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15148,Atlanta,,114436,6.18,Executive Director,151877,86.07,262569,522766,Health : Patient and Family Support ,15592,83.34,0,1443365,GA,1985664.0,Health , Patient and Family Support ,GEORGIA,Georgia,GA,13.0
8062,62,161221,Lighthouse Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13117,Tallahassee,,38813,2.4,Executive Director,10852,94.43,49765,2718092,"Human Services : Youth Development, Shelter, and Crisis Services ",758898,72.84,0,1399566,FL,789666.0,Human Services ," Youth Development, Shelter, and Crisis Services ",FLORIDA,Florida,FL,12.0
8063,100,6329354,LightHouse for the Blind and Visually Impaired,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9111,San Francisco,,275000,0.73,Executive Director,-28891979,90.44,1150515,130269033,Human Services : Social Services ,3857017,93.24,0,29917782,CA,3721999.0,Human Services , Social Services ,CALIFORNIA,California,CA,6.0
8064,100,139386,LightHawk,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6389,Telluride,,43319,2.83,Executive Director,-346278,88.82,184257,2134290,Environment : Environmental Protection and Conservation ,17839,92.09,0,1206812,CO,1160498.0,Environment , Environmental Protection and Conservation ,COLORADO,Colorado,CO,7.0
8065,96,465840,Light of Life Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8111,Pittsburgh,,11749,0.2,Executive Director,1090701,88.58,1066142,5723222,Human Services : Homeless Services ,34071,91.44,0,4162249,PA,6734635.0,Human Services , Homeless Services ,PENNSYLVANIA,Pennsylvania,PA,42.0
8066,70,312780,Light Bearers Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6409,Jasper,,64066,2.72,President,-208428,91.45,136491,3292845,Religion : Religious Media and Broadcasting ,84463,77.94,0,1899781,OR,1881968.0,Religion , Religious Media and Broadcasting ,OREGON,Oregon,OR,41.0
8067,66,38338,The Light House Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11499,Terre Haute,,81905,7.49,Chief Executive Officer,81746,80.0,41476,1175328,Human Services : Homeless Services ,144380,72.1,0,1013092,IN,986284.0,Human Services , Homeless Services ,INDIANA,Indiana,IN,18.0
8068,77,147384,Lifting Generations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17353,Sandy,,80250,4.58,Chief Execuctive Officer,80429,87.9,192981,821062,International : Development and Relief Services ,129844,81.62,0,1410448,UT,1701398.0,International , Development and Relief Services ,UTAH,Utah,UT,49.0
8069,96,1081411,LiftFund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7886,San Antonio,,193183,1.16,President & CEO,1610191,90.0,721831,15425917,Community Development : Housing and Neighborhood Development ,566294,92.38,0,14801522,TX,8671510.0,Community Development , Housing and Neighborhood Development ,TEXAS,Texas,TX,48.0
8070,51,137298,Lifeword Media Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8421,Conway,,,111631.0,87.45,114815,3575883.0,Religion : Religious Media and Broadcasting ,395107,64.23,0,982343.0,AR,897911,,,,,,,,
8071,100,635702,Lifewater International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7493,San Luis Obispo,,113775,3.08,"President, CEO",144486,79.15,371315,917247,International : Development and Relief Services ,-22086,85.25,0,2683073,CA,3832722.0,International , Development and Relief Services ,CALIFORNIA,California,CA,6.0
8072,89,1654906,LIFT,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11342,Washington,,162123,2.57,"President, CEO",-437387,78.14,992541,3633358,Human Services : Social Services ,-202718,82.69,0,3643899,DC,6056677.0,Human Services , Social Services ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
8073,89,181313,LifeWire,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11767,Bellevue,,59925,1.73,Interim Executive Director,-59226,93.74,153368,1715763,Human Services : Social Services ,-70582,91.05,0,3118148,WA,3464185.0,Human Services , Social Services ,WASHINGTON,Washington,WA,53.0
8074,75,211568,Lifesavers Wild Horse Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5886,Caliente,,8439,0.36,Executive Director,-253679,76.48,499883,2696720,Animals : Wildlife Conservation ,4211,75.72,0,1594196,CA,2047757.0,Animals , Wildlife Conservation ,CALIFORNIA,California,CA,6.0
8075,100,162491,LifeNet4Families | Cooperative Feeding Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11421,Ft. Lauderdale,,86700,3.18,Executive Director,-13140,85.0,147682,2514814,Human Services : Social Services ,53914,89.39,0,2409874,FL,2652993.0,Human Services , Social Services ,FLORIDA,Florida,FL,12.0
8076,100,716023,Lifesong for Orphans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12780,Gridley,,Chief Executive Officer,1993238.0,100,760541,16226003.0,Human Services : Children's and Family Services ,-5469,100,0,13048541.0,IL,16235496,,,,,,,,
8077,96,2093534,LifeMoves,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8790,Menlo Park,,148971,0.75,Executive Director,3823018,86.98,1237061,17107897,Human Services : Homeless Services ,-16614,90.36,0,16431559,CA,23237595.0,Human Services , Homeless Services ,CALIFORNIA,California,CA,6.0
8078,85,107539,LifeFlight Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15026,Camden,,Executive Director,-748440.0,79.31,639740,5526562.0,"Health : Patient and Family Support , ",74104,81.92,0,2628426.0,ME,2161692,,,,,,,,
8079,96,835332,Lifeline Christian Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15112,Westerville,,79004,1.06,President,12773,79.11,175561,2227590,Religion : Religious Activities ,21723,84.96,0,6391571,OH,4409716.0,Religion , Religious Activities ,OHIO,Ohio,OH,39.0
8080,62,119519,LifeLight Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12256,Sioux Falls,,78564,5.42,President,183373,82.5,86117,923711,Religion : Religious Activities ,6303,70.41,0,1241346,SD,1447696.0,Religion , Religious Activities ,SOUTH DAKOTA,South Dakota,SD,46.0
8081,78,445765,Life Without Limbs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12591,Agoura Hills,,116214,7.19,President,268191,56.94,332661,600503,Religion : Religious Activities ,36664,65.8,0,836120,CA,1691898.0,Religion , Religious Activities ,CALIFORNIA,California,CA,6.0
8082,51,154201,Life-Study Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7565,Darien,,77552,4.58,President,-84852,70.0,78314,-596890,Religion : Religious Media and Broadcasting ,2006,59.37,0,1459271,CT,1604420.0,Religion , Religious Media and Broadcasting ,CONNECTICUT,Connecticut,CT,8.0
8083,78,245029,Life is Good Kids Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15681,Boston,,112950,5.78,Chief Playmaker,-381441,80.95,482686,2076672,Human Services : Children's and Family Services ,21505,79.42,0,1224619,MA,1324497.0,Human Services , Children's and Family Services ,MASSACHUSETTS,Massachusetts,MA,25.0
8084,100,117791,Life Legal Defense Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10211,Napa,,80000,3.96,Executive Director,805049,96.38,254039,1402251,Human and Civil Rights : Advocacy and Education ,19452,97.44,0,1645536,CA,2802963.0,Human and Civil Rights , Advocacy and Education ,CALIFORNIA,California,CA,6.0
8085,89,159453,Life Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14392,Colorado Springs,,85109,5.74,"President, CEO",-78017,58.34,322507,477626,Health : Treatment and Prevention Services ,7718,69.53,0,998344,CO,1394569.0,Health , Treatment and Prevention Services ,COLORADO,Colorado,CO,7.0
8086,89,146254,Life International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14420,Grand Rapids,,128956,7.25,President,-180568,74.29,396459,852226,Religion : Religious Activities ,21272,80.22,0,1234208,MI,1575081.0,Religion , Religious Activities ,MICHIGAN,Michigan,MI,26.0
8087,90,1545678,Life for Relief and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3999,Southfield,,18000,0.12,CEO,-141971,85.0,660267,7102405,International : Development and Relief Services ,-106428,87.25,0,12061163,MI,14231565.0,International , Development and Relief Services ,MICHIGAN,Michigan,MI,26.0
8088,96,284499,Life In Abundance International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11695,Louisville,,,180313.0,90.42,145157,5837175.0,International : Development and Relief Services ,2570,92.65,0,1951014.0,KY,2556515,,,,,,,,
8089,85,128342,Life Choices of Memphis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17271,Memphis,,81380,8.25,CEO,602436,91.52,138877,1634119,Health : Treatment and Prevention Services ,-42582,87.81,0,719096,TN,1471874.0,Health , Treatment and Prevention Services ,TENNESSEE,Tennessee,TN,47.0
8090,85,201292,Life Centers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8541,Indianapolis,,103812,7.7,Executive Director,88369,82.97,154359,418780,Human Services : Children's and Family Services ,12817,83.95,0,991733,IN,1422936.0,Human Services , Children's and Family Services ,INDIANA,Indiana,IN,18.0
8091,96,1660220,Life Action Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3998,Buchanan,,36643,0.27,"President, CEO",350151,88.19,762062,9887634,Religion : Religious Media and Broadcasting ,698582,91.18,0,11083368,MI,12038581.0,Religion , Religious Media and Broadcasting ,MICHIGAN,Michigan,MI,26.0
8092,97,236408,The Library Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8567,Portland,,177681,7.48,Chief Executive Officer,393685,91.74,106439,17862077,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation , ",563732,93.78,0,2031839,OR,2204639.0,"Arts, Culture, Humanities "," Libraries, Historical Societies and Landmark Preservation , ",OREGON,Oregon,OR,41.0
8093,97,718484,Library Foundation of Los Angeles,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3997,Los Angeles,,407500,6.33,President,1097035,91.88,953471,39458731,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",487346,93.87,0,4758929,CA,6990277.0,"Arts, Culture, Humanities "," Libraries, Historical Societies and Landmark Preservation ",CALIFORNIA,California,CA,6.0
8094,89,194386,Liberty USO,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14779,Philadelphia,,183205,8.7,"President, CEO",203917,87.48,331579,1730641,Human Services : Social Services ,29987,88.21,0,1578667,PA,2278562.0,Human Services , Social Services ,PENNSYLVANIA,Pennsylvania,PA,42.0
